,Age,Sex,Job,Housing,Saving accounts,Checking account,Duration,Purpose,Credit category
1,2.7650729105800487,0.6699448387416101,0.14687568747555838,0.5853101736179059,-1.23077741370306,-0.0010448944788433018,-1.2358594668146259,-0.2847270183364833,0
2,-1.190808089486785,-1.4911675442958414,0.14687568747555838,0.5853101736179059,-0.19651067949880785,1.0438495843645736,2.2470699840485757,-0.2847270183364833,1
3,1.1827205105533152,0.6699448387416101,-1.38307939039484,0.5853101736179059,-0.19651067949880785,-1.0459393733222602,-0.7382981166913114,1.6789075908806426,0
4,0.8310866438807077,0.6699448387416101,0.14687568747555838,-2.3782856421689593,-0.19651067949880785,-0.0010448944788433018,1.7495086339252612,0.36981785140255863,1
5,1.5343543772259227,0.6699448387416101,0.14687568747555838,-2.3782856421689593,-0.19651067949880785,-0.0010448944788433018,0.2568245835553176,-0.9392718880755252,1
6,-0.04799802280081086,0.6699448387416101,-1.38307939039484,-2.3782856421689593,-1.23077741370306,-1.0459393733222602,1.2519472838019468,1.6789075908806426,1
7,1.5343543772259227,0.6699448387416101,0.14687568747555838,0.5853101736179059,1.8720227889096965,-1.0459393733222602,0.2568245835553176,0.36981785140255863,0
8,-0.04799802280081086,0.6699448387416101,1.6768307653459569,-0.8964877342755266,-0.19651067949880785,1.0438495843645736,1.2519472838019468,-0.9392718880755252,1
9,2.2376221105711376,0.6699448387416101,-1.38307939039484,0.5853101736179059,2.9062895231139487,-1.0459393733222602,-0.7382981166913114,-0.2847270183364833,0
10,-0.6633572894778739,0.6699448387416101,1.6768307653459569,0.5853101736179059,-0.19651067949880785,1.0438495843645736,0.7543859336786322,-0.9392718880755252,1
11,-0.9270826894823294,-1.4911675442958414,0.14687568747555838,-0.8964877342755266,-0.19651067949880785,1.0438495843645736,-0.7382981166913114,-0.9392718880755252,0
12,-1.0149911561504814,-1.4911675442958414,0.14687568747555838,-0.8964877342755266,-0.19651067949880785,-0.0010448944788433018,2.2470699840485757,1.0243627211416007,0
13,-1.190808089486785,-1.4911675442958414,0.14687568747555838,0.5853101736179059,-0.19651067949880785,1.0438495843645736,-0.7382981166913114,-0.2847270183364833,0
14,2.149713643902986,0.6699448387416101,-1.38307939039484,0.5853101736179059,-0.19651067949880785,-0.0010448944788433018,0.2568245835553176,-0.9392718880755252,0
15,-0.6633572894778739,-1.4911675442958414,0.14687568747555838,-0.8964877342755266,-0.19651067949880785,-0.0010448944788433018,-0.48951744162965416,-0.9392718880755252,0
16,-0.31172342280526644,-1.4911675442958414,-1.38307939039484,0.5853101736179059,0.8377560547054443,-0.0010448944788433018,0.2568245835553176,-0.2847270183364833,0
17,1.5343543772259227,0.6699448387416101,0.14687568747555838,0.5853101736179059,-1.23077741370306,-1.0459393733222602,0.2568245835553176,-0.2847270183364833,0
18,-0.9270826894823294,0.6699448387416101,0.14687568747555838,0.5853101736179059,-1.23077741370306,-0.0010448944788433018,0.7543859336786322,1.0243627211416007,1
19,0.7431781772125559,-1.4911675442958414,1.6768307653459569,-2.3782856421689593,-0.19651067949880785,1.0438495843645736,0.2568245835553176,-0.9392718880755252,2
20,-0.3996318894734183,0.6699448387416101,0.14687568747555838,0.5853101736179059,1.8720227889096965,-1.0459393733222602,0.2568245835553176,-0.2847270183364833,0
21,1.0948120438851634,0.6699448387416101,0.14687568747555838,0.5853101736179059,-0.19651067949880785,-1.0459393733222602,-0.9870787917529688,-0.9392718880755252,0
22,0.7431781772125559,0.6699448387416101,0.14687568747555838,-0.8964877342755266,1.8720227889096965,-0.0010448944788433018,-1.2358594668146259,-0.2847270183364833,0
23,1.0948120438851634,0.6699448387416101,-1.38307939039484,-0.8964877342755266,-0.19651067949880785,-0.0010448944788433018,-0.9041519000657496,-0.9392718880755252,0
24,0.7431781772125559,0.6699448387416101,0.14687568747555838,0.5853101736179059,0.8377560547054443,1.0438495843645736,-0.7382981166913114,-0.9392718880755252,0
25,-0.8391742228141776,0.6699448387416101,0.14687568747555838,0.5853101736179059,-1.23077741370306,-1.0459393733222602,-0.9041519000657496,0.36981785140255863,0
26,0.039910443867341,0.6699448387416101,-1.38307939039484,0.5853101736179059,-0.19651067949880785,-0.0010448944788433018,-1.2358594668146259,0.36981785140255863,0
27,0.3036358438717966,0.6699448387416101,-1.38307939039484,0.5853101736179059,-0.19651067949880785,-1.0459393733222602,-1.2358594668146259,-0.2847270183364833,0
28,0.5673612438762522,-1.4911675442958414,0.14687568747555838,-0.8964877342755266,2.9062895231139487,2.0887440632079906,-0.7382981166913114,-0.2847270183364833,0
29,-0.13590648946896272,0.6699448387416101,0.14687568747555838,0.5853101736179059,-0.19651067949880785,1.0438495843645736,-1.1529325751274069,-0.2847270183364833,0
30,2.413439043907441,0.6699448387416101,0.14687568747555838,0.5853101736179059,-0.19651067949880785,-0.0010448944788433018,3.2421926842952047,1.0243627211416007,1
31,0.039910443867341,0.6699448387416101,0.14687568747555838,0.5853101736179059,2.9062895231139487,1.0438495843645736,-0.24073676656799692,1.0243627211416007,0
